shipment_id,origin,destination,distance_km,package_weight_kg,weather_severity,traffic_level,dispatch_hour,delay_hours,is_delayed
1175,Bangalore,Dubai,3128,12.56,2,2,22,65.0490095651353,0
1176,Delhi,London,2156,0.46,1,4,17,57.382573792979485,0
1177,Mumbai,New York,1120,22.61,4,1,0,32.31598075604204,0
1178,Delhi,London,746,1.2,1,3,4,26.21194356505572,0
1179,Kolkata,Dubai,5712,8.13,4,2,11,119.82615760830545,1
1180,Delhi,New York,3839,14.27,4,2,16,77.39137568044897,0
1181,Mumbai,Singapore,7258,12.99,4,4,18,154.78517491659915,1
1182,Bangalore,New York,7586,16.4,3,2,17,163.65883365005612,1
1183,Kolkata,Singapore,3510,13.24,2,4,12,91.75528989317446,0
1184,Mumbai,New York,5219,5.8,1,2,21,107.73268005236196,1
1185,Kolkata,Dubai,2868,5.11,1,2,2,74.23927940938432,0
1186,Chennai,Dubai,2339,22.69,3,1,20,57.42909883745844,0
1187,Delhi,New York,3403,6.67,4,2,9,71.09483849145587,0
1188,Chennai,London,6705,7.1,2,4,13,146.17016918905514,1
1189,Mumbai,Dubai,4895,10.38,0,4,7,110.2198713920593,1
1190,Bangalore,Singapore,6267,3.57,0,4,9,121.21258550723657,1
1191,Kolkata,Singapore,4191,12.73,3,3,1,97.54225578956692,0
1192,Delhi,Frankfurt,7970,16.66,2,2,12,172.26360589911556,1
1193,Kolkata,Singapore,4341,19.67,0,1,4,90.81434062065573,0
1194,Mumbai,Frankfurt,4848,17.82,0,1,10,98.65139394659289,0
1195,Kolkata,New York,7121,3.78,1,3,23,149.05536708499298,1
1196,Delhi,New York,1892,11.46,2,2,0,43.68338836154089,0
1197,Mumbai,New York,6560,1.06,0,4,9,133.32010098116444,1
1198,Kolkata,London,4755,0.54,1,3,12,99.16238084047517,0
1199,Bangalore,London,4800,11.06,2,3,3,102.91702977173921,0
1200,Mumbai,Frankfurt,3838,6.4,4,4,20,91.32747173112871,0
1201,Mumbai,Singapore,5987,17.12,2,3,9,125.95592621171468,1
1202,Bangalore,Singapore,4014,18.13,3,3,11,86.43435378751035,0
1203,Chennai,New York,1259,22.4,1,4,13,38.478854295629226,0
1204,Delhi,Dubai,7293,19.04,4,2,2,157.71306985973928,1
1205,Chennai,London,2959,1.3,1,1,1,59.983852316052165,0
1206,Kolkata,London,5773,9.35,1,1,18,121.49139235743795,1
1207,Bangalore,New York,2218,6.9,0,4,10,50.094210531570326,0
1208,Chennai,London,5923,9.71,2,4,20,129.7753251474406,1
1209,Mumbai,New York,1808,4.09,1,2,6,46.535220273614335,0
1210,Kolkata,Frankfurt,1550,2.53,1,3,17,35.48129453416868,0
1211,Kolkata,Singapore,5979,13.07,3,2,13,122.21794196083127,1
1212,Chennai,Dubai,2749,18.04,3,3,6,64.75432708489329,0
1213,Chennai,Singapore,3309,17.58,3,3,21,69.8626749190727,0
1214,Bangalore,Singapore,3421,11.33,1,2,6,72.53275745324513,0
1215,Delhi,Frankfurt,5176,13.1,4,4,22,116.1168126034327,1
1216,Chennai,London,4541,12.96,2,4,8,89.5015793804722,0
1217,Chennai,Dubai,2917,17.32,1,2,22,66.49317581872255,0
1218,Mumbai,London,1032,1.29,0,3,11,25.7265511665934,0
1219,Kolkata,Singapore,8667,17.78,4,3,5,191.24948226385968,1
1220,Delhi,New York,1969,14.6,4,3,23,52.45765989897041,0
1221,Mumbai,Singapore,7792,5.03,2,3,6,168.51804285157775,1
1222,Bangalore,London,7642,1.32,4,2,21,168.79019376603523,1
1223,Bangalore,Singapore,6500,2.8,2,1,3,134.34141458614627,1
1224,Chennai,New York,7581,13.16,4,4,15,165.61588405568048,1
1225,Chennai,Frankfurt,5149,18.98,2,4,6,106.11228388304885,1
1226,Bangalore,London,7431,8.43,3,1,7,161.3176887261712,1
1227,Chennai,Singapore,3924,9.54,3,3,7,88.25151300139223,0
1228,Delhi,London,1591,23.36,4,1,19,34.791347248260095,0
1229,Chennai,Frankfurt,8349,5.4,4,1,2,178.67861243243712,1
1230,Kolkata,Singapore,5154,2.68,2,1,8,97.18109404017873,0
1231,Chennai,Singapore,760,8.65,2,4,18,24.05362888563411,0
1232,Mumbai,London,6436,18.67,1,4,12,142.7615552060592,1
1233,Delhi,London,4870,15.69,3,1,6,101.71139074017049,0
1234,Mumbai,New York,4801,10.45,1,1,19,95.93039024525709,0
1235,Mumbai,Frankfurt,7707,24.12,1,1,20,155.55922601443527,1
1236,Kolkata,New York,6319,18.4,0,3,14,122.33035367765713,1
1237,Delhi,Singapore,592,1.64,2,3,18,24.417392158915167,0
1238,Delhi,London,5661,18.64,0,3,1,118.60556979011544,1
1239,Delhi,Singapore,8132,0.7,0,4,11,169.2783769500262,1
1240,Delhi,Singapore,6708,16.29,1,2,7,138.3166569179548,1
1241,Delhi,Dubai,5416,5.34,0,1,22,110.39039899232293,1
1242,Kolkata,Dubai,4218,17.44,2,1,22,92.62718685336033,0
1243,Chennai,Singapore,6625,7.81,1,2,7,137.73968229400376,1
1244,Mumbai,London,2424,21.84,2,1,12,46.67181725910094,0
1245,Delhi,Singapore,3595,8.49,4,3,0,86.77758060772034,0
1246,Chennai,Dubai,7183,15.53,0,3,23,152.15284845502111,1
1247,Chennai,London,5681,7.22,1,2,9,120.1476349910823,1
1248,Mumbai,Singapore,3038,22.94,3,3,20,76.63620653480659,0
1249,Kolkata,Frankfurt,2776,19.55,2,2,23,62.671893382064795,0
1250,Bangalore,Frankfurt,8694,6.16,0,3,8,185.43688044494627,1
1251,Bangalore,Singapore,1410,23.73,2,1,1,40.236055107391984,0
1252,Chennai,London,806,8.99,2,4,18,30.031564427622413,0
1253,Mumbai,Singapore,7075,16.33,4,3,21,149.7603318906103,1
1254,Bangalore,Singapore,4731,18.6,2,2,13,100.9660714074878,0
1255,Chennai,Dubai,6528,0.67,4,4,9,150.75428017029188,1
1256,Kolkata,Frankfurt,7158,23.98,4,1,9,143.67186066965246,1
1257,Bangalore,Dubai,6836,8.68,4,4,7,148.76023165910695,1
1258,Chennai,Dubai,1372,4.83,0,2,13,29.72517581776628,0
1259,Chennai,Singapore,1641,21.28,2,1,12,33.49394699823133,0
1260,Delhi,Dubai,1165,17.6,2,1,5,32.66439474959393,0
1261,Kolkata,Frankfurt,8900,2.26,4,3,20,191.8840753552039,1
1262,Delhi,Dubai,1451,3.01,2,4,12,36.464708216997536,0
1263,Mumbai,Frankfurt,5222,17.91,2,3,2,116.46756460117919,1
1264,Delhi,Dubai,4508,1.96,4,1,19,97.36791882665891,0
1265,Delhi,Frankfurt,7155,22.94,3,3,12,149.14902713388827,1
1266,Bangalore,Dubai,6690,18.56,3,3,22,140.73540794878568,1
1267,Chennai,Dubai,1271,8.45,4,2,22,37.600255373879705,0
1268,Kolkata,London,4530,9.14,0,3,18,101.2950493926092,0
1269,Delhi,Frankfurt,8359,12.71,2,1,15,169.74615883522608,1
1270,Kolkata,Frankfurt,1021,9.09,2,3,3,32.14220666834506,0
1271,Delhi,Frankfurt,3855,19.61,3,1,2,91.50877078788741,0
1272,Mumbai,New York,1900,24.37,4,1,14,39.705647218148734,0
1273,Delhi,Dubai,4223,14.65,0,2,14,90.23834936419313,0
1274,Bangalore,Frankfurt,7079,11.21,4,1,17,153.73327845647705,1
1275,Chennai,New York,3747,5.65,3,1,21,80.96425091700584,0
1276,Mumbai,London,2358,16.37,3,2,6,61.85141605427824,0
1277,Delhi,Frankfurt,5281,17.17,2,1,19,121.61418519130643,1
1278,Kolkata,Frankfurt,4564,17.16,1,2,4,98.49677674193151,0
1279,Mumbai,New York,2898,0.77,0,4,7,64.79205133861001,0
1280,Mumbai,Dubai,642,22.49,0,4,22,25.724914038309784,0
1281,Delhi,London,5562,8.52,1,4,9,124.95034430188952,1
1282,Mumbai,Frankfurt,3969,18.63,3,1,0,73.28584522540908,0
1283,Kolkata,Dubai,4195,19.02,4,3,10,95.88632221954444,0
1284,Mumbai,London,1217,16.3,0,2,2,26.36700266630443,0
1285,Kolkata,Singapore,1142,9.93,1,4,20,34.32352845756959,0
1286,Delhi,Singapore,3048,15.25,2,2,2,66.99170859853106,0
1287,Chennai,London,4150,1.1,2,4,14,93.574119538645,0
1288,Mumbai,New York,8049,19.07,3,4,16,169.16393620269457,1
1289,Chennai,London,1449,2.58,0,1,17,34.65264609212244,0
1290,Kolkata,London,5944,9.98,4,2,7,137.15521110734366,1
1291,Mumbai,New York,1021,2.68,0,1,22,18.181640253924826,0
1292,Bangalore,New York,7132,20.94,2,2,12,142.65472488426514,1
1293,Chennai,Dubai,6548,13.8,0,2,9,135.06001609913733,1
1294,Mumbai,Dubai,854,17.3,2,3,2,25.93672169482368,0
1295,Chennai,New York,1982,17.1,1,4,19,54.9946639306018,0
1296,Mumbai,Singapore,7494,21.06,1,1,13,147.23402523810734,1
1297,Delhi,Singapore,2715,3.4,2,3,12,60.610224124879515,0
1298,Chennai,London,5216,16.53,4,2,2,103.58148380366575,0
1299,Bangalore,Frankfurt,6321,14.42,4,4,12,147.29491818105913,1
1300,Bangalore,London,3037,0.87,0,1,19,63.99272314161682,0
1301,Kolkata,London,6839,5.12,2,3,23,143.46283543009602,1
1302,Mumbai,Frankfurt,5419,6.76,3,2,22,110.26864260704411,1
1303,Chennai,New York,7575,1.91,4,3,8,157.34761970911376,1
1304,Kolkata,Singapore,4265,8.93,4,2,15,97.37133449895695,0
1305,Chennai,London,7582,0.78,1,2,22,151.60287477199645,1
1306,Mumbai,Frankfurt,3327,13.87,4,4,22,81.06002711574286,0
1307,Bangalore,Dubai,2558,5.37,4,1,7,69.37472430567516,0
1308,Delhi,London,8249,7.25,4,4,11,177.2420618852759,1
1309,Bangalore,Singapore,1230,22.77,2,1,11,24.792777780128105,0
1310,Kolkata,New York,2332,12.62,2,1,18,53.550036027263815,0
1311,Delhi,London,7005,6.8,1,2,23,139.47104129609136,1
1312,Kolkata,London,7670,15.0,0,3,16,167.999922651647,1
1313,Mumbai,Frankfurt,4679,5.12,4,1,14,108.59809834264168,1
1314,Delhi,Dubai,6799,1.95,0,1,21,137.15914190523176,1
1315,Kolkata,Dubai,8330,0.62,2,1,17,167.1135340928789,1
1316,Mumbai,New York,5302,23.79,4,1,6,111.91115063612321,1
1317,Bangalore,Singapore,6557,18.14,0,2,12,133.66167193957287,1
1318,Mumbai,New York,7115,20.02,0,4,18,152.21783565853534,1
1319,Chennai,London,7262,24.52,3,3,15,160.9381616465056,1
1320,Mumbai,London,6043,23.3,2,2,10,122.67743684620704,1
1321,Mumbai,Dubai,8825,18.45,1,2,4,187.05454782671373,1
1322,Chennai,Singapore,5383,17.38,1,2,1,116.24842806405648,1
1323,Kolkata,Frankfurt,7550,8.49,3,1,0,154.96105254596696,1
1324,Kolkata,Singapore,5459,2.69,0,3,15,109.74644052161496,1
1325,Mumbai,London,1166,14.39,3,2,4,32.401163586462836,0
1326,Chennai,Frankfurt,776,14.45,3,2,6,18.72205758148958,0
1327,Chennai,Singapore,1381,23.81,2,2,8,39.73840424581304,0
1328,Bangalore,Singapore,2560,11.12,4,1,3,53.580586139338976,0
1329,Kolkata,Frankfurt,2582,17.3,0,1,18,56.37853096581572,0
1330,Delhi,London,7202,14.42,1,2,19,149.1369181759246,1
1331,Kolkata,Singapore,658,4.5,1,1,14,13.856875578123994,0
1332,Kolkata,Frankfurt,5729,14.84,3,3,6,124.56584246840355,1
1333,Bangalore,London,8456,13.55,3,1,23,181.01991584817102,1
1334,Delhi,Frankfurt,8014,12.4,3,2,17,162.81871295503106,1
1335,Bangalore,Frankfurt,8303,12.88,0,3,4,169.99921722404093,1
1336,Delhi,Singapore,3026,4.18,3,1,20,63.26128217656407,0
1337,Mumbai,London,8802,11.64,3,2,12,184.34691433225643,1
1338,Delhi,Singapore,8303,15.18,4,4,2,176.63659553743673,1
1339,Bangalore,New York,7074,12.29,0,4,5,140.63959378806692,1
1340,Kolkata,New York,1638,12.27,2,3,11,36.48431226533819,0
1341,Delhi,London,7757,2.03,2,3,20,172.32877509269056,1
1342,Delhi,Frankfurt,3783,4.85,4,3,17,88.89364105643136,0
1343,Chennai,Singapore,8262,8.09,1,1,17,169.8018102690404,1
1344,Kolkata,Singapore,8396,10.54,2,3,3,175.50693804995683,1
1345,Mumbai,London,2919,14.89,0,1,19,60.12187287945416,0
1346,Bangalore,London,2256,21.6,1,2,22,48.4709403858431,0
1347,Mumbai,New York,2806,4.06,3,1,13,65.25464265520533,0
1348,Kolkata,Dubai,8130,0.48,0,1,13,165.10404427129686,1
1349,Delhi,London,6763,11.29,1,2,0,134.9036589492069,1
1350,Delhi,Dubai,5508,10.86,2,4,10,122.42862251552096,1
1351,Kolkata,London,5747,13.84,3,1,21,109.14629038364225,1
1352,Delhi,Frankfurt,3070,20.85,3,1,8,69.96929599838893,0
1353,Delhi,Frankfurt,6307,20.08,0,2,17,123.09321571581738,1
1354,Delhi,New York,8312,2.59,3,3,4,176.25972456914963,1
1355,Bangalore,New York,824,23.36,1,2,9,16.006861984019054,0
1356,Bangalore,Dubai,7987,2.85,4,4,14,173.7541159976655,1
1357,Chennai,London,6145,15.9,2,3,9,134.79139259638112,1
1358,Mumbai,Singapore,2445,16.84,0,4,15,64.4141354262479,0
1359,Kolkata,New York,4986,17.03,4,1,3,100.01321172494261,0
1360,Kolkata,Singapore,2930,6.71,4,4,3,77.47736477835566,0
1361,Kolkata,Singapore,4010,8.33,0,4,7,88.85576352688736,0
1362,Chennai,London,1345,13.76,1,2,5,30.146664235876884,0
1363,Bangalore,Dubai,1067,5.07,2,3,22,34.1392825252973,0
1364,Chennai,London,2679,0.61,0,1,10,54.400375744573964,0
1365,Kolkata,New York,2519,14.1,4,1,12,61.967652582003396,0
1366,Mumbai,Singapore,3819,11.69,4,1,18,79.41865143436002,0
1367,Delhi,London,2820,16.45,0,3,10,59.23501483851854,0
1368,Bangalore,London,2146,3.75,4,3,1,59.638000263973,0
1369,Bangalore,London,4409,21.04,0,4,2,103.60700261785212,0
1370,Chennai,New York,8515,3.74,0,4,14,178.12484050423578,1
1371,Bangalore,Dubai,3920,22.29,2,3,23,73.46355537322111,0
1372,Kolkata,London,856,11.29,0,1,12,18.124753586957727,0
1373,Kolkata,New York,7985,13.79,4,3,9,171.86213058911216,1
1374,Chennai,Singapore,3581,22.42,3,2,4,78.95613311653415,0
1375,Kolkata,Frankfurt,2780,7.57,2,3,23,66.28169280832765,0
1376,Mumbai,New York,4631,4.63,4,3,10,102.2354503620134,0
1377,Chennai,Frankfurt,5623,11.2,4,1,22,124.65435430339015,1
1378,Mumbai,London,7922,6.18,2,4,13,163.60643363634478,1
1379,Delhi,London,3287,13.24,2,2,19,78.9242435367707,0
1380,Mumbai,New York,4709,6.95,4,2,14,111.93039411980547,1
1381,Delhi,Frankfurt,7040,21.63,3,2,12,144.73470130969847,1
1382,Delhi,London,965,15.22,1,3,2,22.232000871984688,0
1383,Mumbai,Singapore,1987,0.11,4,1,8,49.79347656888764,0
1384,Chennai,Dubai,5442,20.16,2,3,7,111.90389795128556,1
1385,Kolkata,Dubai,5097,8.32,0,4,14,107.4769856444884,1
1386,Kolkata,London,5036,8.07,0,1,22,108.23263478228007,1
1387,Delhi,Frankfurt,825,9.64,2,2,0,27.188033822384813,0
1388,Delhi,London,4662,15.79,2,3,1,112.14098170844794,1
1389,Chennai,Frankfurt,803,11.11,1,1,8,20.41392073800104,0
1390,Bangalore,Singapore,5567,15.75,2,3,20,117.28580998860907,1
1391,Mumbai,Frankfurt,5524,3.75,0,1,16,112.73621755826511,1
1392,Delhi,London,8215,24.26,3,2,8,172.04705830295683,1
1393,Kolkata,Singapore,8840,18.27,2,4,0,187.11721445398433,1
1394,Chennai,New York,3131,6.33,1,4,7,72.00098145952134,0
1395,Mumbai,Dubai,6891,18.13,3,3,4,143.6611664557688,1
1396,Chennai,London,8787,14.42,1,2,10,182.65108877485324,1
1397,Mumbai,London,2869,2.82,3,3,5,60.83668366120704,0
1398,Mumbai,London,1028,4.54,2,3,16,25.975866960459427,0
1399,Delhi,Singapore,5175,1.13,0,1,17,104.90560618430091,0
1400,Chennai,New York,2163,20.25,3,1,22,38.462233436722045,0
1401,Chennai,Frankfurt,3864,13.84,4,1,17,89.1249576817246,0
1402,Kolkata,New York,2841,7.99,1,2,4,52.054227450762475,0
1403,Kolkata,Singapore,7156,3.25,3,2,4,154.9679384544909,1
1404,Delhi,London,5405,12.15,1,3,18,109.1359535503592,1
1405,Delhi,Dubai,6450,13.18,0,1,12,128.9754065464825,1
1406,Bangalore,London,1860,17.58,1,2,21,45.29565323474715,0
1407,Kolkata,Frankfurt,5627,24.25,1,3,6,131.03069759739742,1
1408,Mumbai,Dubai,6062,10.93,4,2,13,131.82225988853676,1
1409,Chennai,London,6277,10.21,1,3,7,123.12686835900249,1
1410,Delhi,Dubai,4425,9.31,3,4,2,105.76847566317888,1
1411,Chennai,New York,8963,20.69,1,1,3,181.6004079757049,1
1412,Chennai,Singapore,8501,3.99,2,4,9,181.36953327229412,1
1413,Bangalore,London,1528,8.66,1,3,3,40.84931514943808,0
1414,Kolkata,Frankfurt,6518,18.15,2,3,17,128.23311021547144,1
1415,Delhi,New York,1742,0.49,1,1,22,38.37268423867598,0
1416,Chennai,London,7619,7.31,1,1,11,153.83153055023652,1
1417,Delhi,New York,4710,16.07,3,3,19,110.8091745300276,1
1418,Mumbai,Frankfurt,6906,4.73,2,2,19,148.7555688166937,1
1419,Bangalore,London,3877,7.64,2,1,14,74.40499038609227,0
1420,Mumbai,Frankfurt,4571,12.2,4,3,12,109.73312926174525,1
1421,Delhi,Dubai,1940,10.61,1,1,11,44.54762544080106,0
1422,Delhi,Frankfurt,4126,2.74,1,1,7,78.2837920127339,0
1423,Kolkata,Dubai,684,23.46,3,4,21,26.458765517463863,0
1424,Chennai,London,5496,1.2,4,4,21,129.0941305692793,1
1425,Chennai,Dubai,8912,18.77,4,2,8,182.16978063713304,1
1426,Mumbai,London,8531,1.88,3,1,19,184.00788667922708,1
1427,Bangalore,London,6063,11.74,2,3,8,122.69685612936236,1
1428,Chennai,Singapore,3688,4.47,0,3,16,75.80386411676508,0
1429,Kolkata,London,3445,3.61,3,1,0,70.68564582305154,0
1430,Mumbai,Dubai,7265,3.23,2,1,22,157.18466865794332,1
1431,Mumbai,Singapore,2974,11.37,4,2,5,67.02491931725402,0
1432,Kolkata,Singapore,7287,12.94,3,2,6,148.42591498669503,1
1433,Bangalore,London,5099,3.42,0,2,8,108.20605439457032,1
1434,Kolkata,Frankfurt,6774,24.49,1,3,9,146.2859049529636,1
1435,Bangalore,Frankfurt,4813,6.52,3,4,3,112.09768047397066,1
1436,Kolkata,Singapore,2718,11.53,0,2,15,57.00330417386995,0
1437,Kolkata,London,1652,5.49,0,3,11,40.31267150518474,0
1438,Delhi,Frankfurt,556,12.4,3,2,8,16.368834568853572,0
1439,Mumbai,London,643,18.92,2,3,2,30.23400838967865,0
1440,Kolkata,London,7718,13.08,3,1,8,166.58102579328968,1
1441,Kolkata,Singapore,6861,7.21,4,3,16,154.63478414520338,1
1442,Chennai,Singapore,1115,6.29,0,1,13,28.27057967286773,0
1443,Mumbai,New York,8562,19.0,0,3,4,179.83866652997503,1
1444,Chennai,Frankfurt,6477,3.04,1,4,20,132.81818757925106,1
1445,Mumbai,Frankfurt,7484,9.31,0,3,0,158.84650618127824,1
1446,Chennai,Frankfurt,5471,3.87,1,1,0,113.4913261503166,1
1447,Kolkata,Dubai,6281,6.52,0,4,2,139.93682042475461,1
1448,Kolkata,London,1444,3.9,0,3,8,38.917095911912135,0
1449,Delhi,Singapore,7578,22.18,3,3,22,164.8119023507651,1
1450,Chennai,Frankfurt,2246,18.32,3,2,5,44.99887601234922,0
1451,Bangalore,New York,6283,14.07,4,4,8,139.21499731695764,1
1452,Delhi,Frankfurt,7407,5.69,2,1,3,150.35053870048174,1
1453,Chennai,London,3426,12.8,4,4,19,83.78182962091536,0
1454,Chennai,London,1589,13.07,0,1,18,31.70225864278678,0
1455,Delhi,Singapore,3457,14.8,4,2,4,77.76027111953347,0
1456,Kolkata,Dubai,3112,1.6,3,2,4,73.03516952453353,0
1457,Chennai,Singapore,6547,24.33,0,1,13,130.7793094321561,1
1458,Kolkata,Frankfurt,6749,11.69,0,1,9,137.58795769787005,1
1459,Delhi,New York,4259,23.17,4,1,22,85.58294054562847,0
1460,Kolkata,Singapore,8218,0.34,1,2,15,165.6979926161997,1
1461,Mumbai,Dubai,4763,6.26,2,4,22,109.5402178360148,1
1462,Bangalore,Singapore,2402,2.69,4,2,5,51.889039416517626,0
1463,Chennai,London,3067,19.26,4,3,19,79.568625388015,0
1464,Bangalore,Frankfurt,8575,8.07,2,2,22,183.3719967765066,1
1465,Kolkata,Frankfurt,3494,21.03,0,3,13,74.53885032330106,0
1466,Chennai,Frankfurt,5729,20.83,0,3,17,135.57367052751232,1
1467,Kolkata,Frankfurt,2510,16.73,1,2,8,61.91551788924147,0
1468,Mumbai,Frankfurt,7877,16.68,4,2,6,162.79360246647133,1
1469,Delhi,Frankfurt,1330,17.53,2,2,17,37.33087026850024,0
1470,Chennai,New York,548,16.88,4,4,9,25.289315331598786,0
1471,Mumbai,Dubai,4710,9.73,3,2,1,98.81643954570295,0
1472,Mumbai,Frankfurt,1678,17.1,4,1,12,36.21045428416896,0
1473,Chennai,Dubai,6268,22.45,4,2,5,140.3344666744419,1
1474,Kolkata,Frankfurt,8378,8.38,3,3,22,175.07027267687934,1
1475,Mumbai,Singapore,570,23.63,3,4,8,23.390618224814737,0
1476,Bangalore,Frankfurt,8186,0.44,2,4,19,170.11487035886736,1
1477,Mumbai,London,8379,8.79,0,3,7,169.83921031350707,1
1478,Kolkata,New York,5955,3.39,1,4,9,127.96535399964266,1
1479,Kolkata,Singapore,8758,3.25,3,4,15,189.60091146362075,1
1480,Bangalore,Singapore,6112,20.4,0,1,14,111.29820418224277,1
1481,Mumbai,London,6269,22.97,2,1,12,130.46459899583374,1
1482,Kolkata,Frankfurt,2277,19.47,4,4,17,55.80939493707482,0
1483,Chennai,New York,7880,24.42,2,2,5,171.6118132672511,1
1484,Delhi,Singapore,2728,5.49,2,4,19,80.27376323002719,0
1485,Delhi,New York,7246,3.61,3,1,23,149.62360482523144,1
1486,Delhi,Singapore,6891,13.07,1,4,8,138.70885719643402,1
1487,Mumbai,Frankfurt,2906,20.74,3,2,17,67.20438484959284,0
1488,Bangalore,Singapore,8940,1.09,4,2,6,187.77285335253399,1
1489,Kolkata,Singapore,1137,24.89,3,1,22,39.096753245006454,0
1490,Chennai,Dubai,8590,15.1,4,4,23,194.1329467168777,1
1491,Chennai,Frankfurt,1449,24.48,3,1,4,39.80687485298283,0
1492,Mumbai,London,4087,9.19,1,3,10,86.3065295939367,0
1493,Delhi,London,1611,11.5,0,1,12,37.608832830904014,0
1494,Mumbai,Frankfurt,8867,18.83,1,1,2,182.16503179534152,1
1495,Bangalore,London,1222,19.84,3,1,0,32.14661601649696,0
1496,Bangalore,Frankfurt,4342,5.9,2,4,3,90.04885075716065,0
1497,Kolkata,London,4174,23.25,0,3,18,94.78897669226824,0
1498,Kolkata,Dubai,5366,21.7,2,4,17,118.85904164155619,1
1499,Bangalore,London,1202,0.55,1,2,5,29.035793262277124,0
1500,Bangalore,Singapore,2628,3.3,0,3,22,55.55921752495586,0
1501,Bangalore,Frankfurt,4733,12.45,3,1,9,97.19191750173312,0
1502,Mumbai,New York,3017,11.58,2,1,6,66.9262929063949,0
1503,Bangalore,New York,1649,17.74,3,1,11,30.734185990709594,0
1504,Chennai,Frankfurt,2378,2.33,4,4,7,65.50749379825021,0
1505,Delhi,Dubai,809,16.16,0,2,12,14.909472815021573,0
1506,Bangalore,London,4452,15.45,2,3,17,87.74659656897354,0
1507,Delhi,Dubai,8228,5.92,1,3,13,181.1694765796301,1
1508,Mumbai,New York,3549,13.61,1,4,10,76.18956475327211,0
1509,Delhi,Frankfurt,6266,5.63,1,2,9,127.20920419239151,1
1510,Mumbai,Frankfurt,6912,3.76,1,3,5,151.4126916550404,1
1511,Chennai,Dubai,5365,14.37,2,4,12,127.5721545025832,1
1512,Mumbai,Dubai,515,24.44,4,2,21,12.63499210698285,0
1513,Mumbai,London,1105,6.0,1,2,9,22.819159698746653,0
1514,Kolkata,Singapore,5408,8.95,1,3,11,111.24660588919701,1
1515,Bangalore,Singapore,8506,6.49,1,3,0,182.2940083134783,1
1516,Bangalore,London,6912,6.73,4,2,17,156.43566063964766,1
1517,Chennai,Singapore,4620,10.16,0,3,12,92.99873719210962,0
1518,Chennai,New York,5166,17.58,1,4,23,119.8937266898411,1
1519,Bangalore,Singapore,5320,1.07,1,2,3,108.35482944235649,1
1520,Kolkata,London,8335,23.93,1,3,5,175.88061451472788,1
1521,Bangalore,Singapore,2349,1.25,0,3,17,46.622731502860915,0
1522,Kolkata,Frankfurt,2453,22.04,1,4,4,57.95034793209001,0
1523,Chennai,Dubai,3269,22.37,0,3,17,70.82443642963642,0
1524,Delhi,New York,3546,13.16,0,3,4,75.34420846842363,0
1525,Chennai,Frankfurt,8094,3.51,3,3,6,174.30485490659848,1
1526,Chennai,Frankfurt,7340,14.17,3,1,22,148.26484567573738,1
1527,Mumbai,London,5566,15.75,1,4,8,116.4013835090658,1
1528,Mumbai,Dubai,2915,21.46,2,4,2,71.48936072474679,0
1529,Mumbai,Dubai,2889,13.82,3,1,11,70.99017665487864,0
1530,Mumbai,New York,6424,10.33,3,4,19,140.8659315297604,1
1531,Kolkata,London,8995,20.97,2,3,13,191.41835386731086,1
1532,Bangalore,New York,1263,24.53,4,3,7,41.050400051486704,0
1533,Delhi,Singapore,8041,16.16,1,3,11,172.47252594316745,1
1534,Chennai,Frankfurt,1315,21.87,4,4,6,35.532376370816806,0
1535,Kolkata,New York,6755,15.01,4,4,23,145.21494884897547,1
1536,Delhi,Frankfurt,1377,17.28,0,2,8,28.089627030282326,0
1537,Kolkata,London,7673,17.24,0,1,11,165.10316900446983,1
1538,Kolkata,Singapore,7573,17.65,1,4,3,163.50096469585952,1
1539,Chennai,London,5298,8.09,2,2,4,115.2765786019251,1
1540,Bangalore,Singapore,7489,14.43,0,1,8,153.61117876591868,1
1541,Mumbai,Singapore,5539,14.89,3,1,6,110.67603298190251,1
1542,Bangalore,Frankfurt,6824,7.95,1,3,13,153.67095235388518,1
1543,Chennai,London,3323,8.81,4,3,19,80.85593765393482,0
1544,Chennai,London,5787,19.08,1,2,21,124.85580056327477,1
1545,Chennai,New York,3785,14.61,0,2,16,70.87239355542098,0
1546,Delhi,London,7933,3.82,2,3,0,171.55821926180758,1
1547,Bangalore,New York,6674,20.96,4,3,14,143.69893774936185,1
1548,Bangalore,Dubai,5326,22.09,2,1,23,104.90608512636881,0
1549,Kolkata,Dubai,4164,11.71,1,1,14,82.01118167064101,0
1550,Kolkata,Dubai,997,5.3,2,4,0,24.61552895773317,0
1551,Kolkata,London,8141,23.7,2,3,14,165.41107902442695,1
1552,Chennai,London,5143,22.07,1,1,1,106.66273910182105,1
1553,Bangalore,New York,5556,6.19,4,2,3,119.18618605634175,1
1554,Chennai,Singapore,631,2.48,2,1,16,19.290346810806938,0
1555,Delhi,New York,5943,11.07,2,3,15,136.23987935534,1
1556,Kolkata,Dubai,1357,16.94,1,1,17,29.992481431863315,0
1557,Chennai,New York,8721,4.47,3,3,20,173.6955535302079,1
1558,Chennai,Singapore,6647,12.88,2,1,15,136.7302089422609,1
1559,Delhi,London,5104,10.69,0,4,7,116.04697218198936,1
1560,Mumbai,New York,2058,22.27,4,4,5,54.730302637515855,0
1561,Bangalore,Dubai,515,10.8,2,2,21,24.946653268458512,0
1562,Mumbai,Dubai,4105,13.39,1,2,19,89.8647079656891,0
1563,Kolkata,London,2107,23.89,0,3,1,38.94865132801306,0
